fpl_code,understat_id,fpl_name,understat_name
432160,9914,Shandon Baptiste,Shandon Baptiste
232247,9915,Dominic Thompson,Dominic Thompson
450550,9916,Finley Stevens,Finley Stevens
464618,9933,Liam McCarron,Liam McCarron
443661,9948,Michael Olise,Michael Olise
130036,9957,Ozan Tufan,Ozan Tufan
473342,10001,Stuart McKinstry,Stuart McKinstry
461421,10027,Lewis Dobbin,Lewis Dobbin
477547,10028,Leo Fuhr Hjelde,Leo Fuhr Hjelde
441192,10036,Jeremy Sarmiento,Jeremy Sarmiento
441024,10061,Harrison Ashby,Harrison Ashby
440148,10091,Tyler Morton,Tyler Morton
154138,10092,Tariqe Fosu-Henry,Tariqe Fosu-Henry
428626,10097,Przemyslaw Placheta,Przemyslaw Placheta
496185,10118,Kaide Gordon,Kaide Gordon
432714,10126,James McAtee,James McAtee
496228,10141,Sonny Perkins,Sonny Perkins
461587,10166,Kasey McAteer,Kasey McAteer
483365,10172,Jonathan Rowe,Jonathan Rowe
487117,10177,Evan Ferguson,Evan Ferguson
478028,10203,Kayky da Silva Chagas,Kayky
442335,10290,Edo Kayembe,Edo Kayembe
224967,10291,Vitalii Mykolenko,Vitalii Mykolenko
510362,10293,Toti António Gomes,Toti
183656,10405,Pelenda Joshua Dasilva,Josh Dasilva
244731,10408,Luis Díaz,Luis Díaz
440120,10424,Daniel Chesters,Daniel Chesters
461026,9741,Chem Campbell,Chem Campbell
232620,10168,Lewis Brunt,Lewis Brunt
486672,9453,Moisés Caicedo,Moisés Caicedo
465527,9558,Hannibal Mejbri,Hannibal Mejbri
493105,10552,Alejandro Garnacho Ferreyra,Alejandro Garnacho
174593,8758,Kyle Edwards,Kyle Edwards
432656,8045,Eric Garcia,Eric Garcia
101394,6932,Okay Yokuslu,Okay Yokuslu
78356,848,Charlie Austin,Charlie Austin
69140,1699,Shkodran Mustafi,Shkodran Mustafi
108053,8905,Conor Townsend,Conor Townsend
37402,749,Christian Fuchs,Christian Fuchs
492066,9219,Niall Huggins,Niall Huggins
59940,964,Kyle Bartley,Kyle Bartley
36903,2251,Gareth Bale,Gareth Bale
18987,1691,Robert Snodgrass,Robert Snodgrass
151086,1299,Mario Lemina,Mario Lemina
167473,6231,José Izquierdo,José Izquierdo
50229,1737,Matt Phillips,Matt Phillips
169528,8940,Antonee Robinson,Antonee Robinson
155197,8918,Max Lowe,Max Lowe
79934,7710,Oliver Norwood,Oliver Norwood
220738,6350,Jayson Molumby,Jayson Molumby
76357,6835,Tom Cairney,Tom Cairney
180294,7390,Karlan Grant,Karlan Grant
109638,9163,Kean Bryan,Kean Bryan
109646,5590,Tosin Adarabioyo,Tosin Adarabioyo
151119,727,DeAndre Yedlin,DeAndre Yedlin
82514,7184,Tim Ream,Tim Ream
101982,978,Sam Johnstone,Sam Johnstone
92259,6840,Neeskens Kebano,Neeskens Kebano
447093,9257,Allan Tchaptchet,Allan Tchaptchet
179830,6651,Grady Diangana,Grady Diangana
244858,9501,Fabio Carvalho,Fabio Carvalho
153723,7708,John Lundstram,John Lundstram
178304,1748,Lys Mousset,Lys Mousset
58498,573,Odion Ighalo,Odion Ighalo
47247,7709,John Fleck,John Fleck
61600,8757,Romaine Sawyers,Romaine Sawyers
440993,9307,Iliman Ndiaye,Iliman Ndiaye
167074,5973,Kenny Tete,Kenny Tete
465572,9250,Reda Khadra,Reda Khadra
164011,9290,Mbaye Diagne,Mbaye Diagne
200878,8966,Filip Krovinovic,Filip Krovinovic
41135,682,Branislav Ivanovic,Branislav Ivanovic
15033,748,Wes Morgan,Wes Morgan
38588,9423,Gaetano Berardi,Gaetano Berardi
37572,619,Sergio Agüero,Sergio Agüero
40142,537,Andy Carroll,Andy Carroll
103123,6144,Sébastien Haller,Sébastien Haller
194794,703,Fikayo Tomori,Fikayo Tomori
230127,9249,Percy Tau,Percy Tau
166640,6892,Fabián Balbuena,Fabián Balbuena
101105,6834,Joe Bryan,Joe Bryan
19188,512,Scott Dann,Scott Dann
449781,8511,Alexandre Jankewitz,Alexandre Jankewitz
461566,9557,William Fish,William Fish
179456,8227,Oskar Buur,Oskar Buur
82691,7706,George Baldock,George Baldock
41733,771,Georginio Wijnaldum,Georginio Wijnaldum
456966,9256,Caleb Watts,Caleb Watts
159506,725,Ola Aina,Ola Aina
153366,910,Harrison Reed,Harrison Reed
49944,1689,Jake Livermore,Jake Livermore
195864,1013,Sam Field,Sam Field
47390,710,Neil Taylor,Neil Taylor
430367,8566,Joel Mumbongo,Joel Mumbongo
432931,9552,Tyrese Francois,Tyrese Francois
176420,4391,Darnell Furlong,Darnell Furlong
49957,3231,Kamil Grosicki,Kamil Grosicki
471848,9540,Femi Seriki,Femi Seriki
50472,589,James McCarthy,James McCarthy
61739,3304,Maxime Le Marchand,Maxime Le Marchand
27436,7711,David McGoldrick,David McGoldrick
197937,5256,Oliver Burke,Oliver Burke
38716,6822,Lee Peltier,Lee Peltier
149828,1682,Islam Slimani,Islam Slimani
40784,485,Mamadou Sakho,Mamadou Sakho
207189,8285,Sander Berge,Sander Berge
232797,7326,Kayne Ramsay,Kayne Ramsay
109434,6067,Terence Kongolo,Terence Kongolo
201084,549,Timothy Fosu-Mensah,Timothy Fosu-Mensah
108416,7703,John Egan,John Egan
226182,9205,Jayden Bogle,Jayden Bogle
155529,8704,Marek Rodák,Marek Rodák
472464,9359,Shola Shoretire,Shola Shoretire
195473,5569,Rhian Brewster,Rhian Brewster
90517,789,Robbie Brady,Robbie Brady
195480,5587,Josh Maja,Josh Maja
487836,9222,Antwoine Hackford,Antwoine Hackford
443296,9209,Theo Corbeanu,Theo Corbeanu
105377,8722,Ezgjan Alioski,Ezgjan Alioski
421796,9395,Sidnei Tavares,Sidnei Tavares
197030,4866,Aboubakar Kamara,Aboubakar Kamara
218023,8481,Jimmy Dunne,Jimmy Dunne
455084,8919,Leif Davis,Leif Davis
50093,6843,David Button,David Button
232881,9311,Thakgalo Leshabela,Thakgalo Leshabela
18867,7712,Billy Sharp,Billy Sharp
84915,5274,Michael Hector,Michael Hector
523700,9509,Daniel Jebbison,Daniel Jebbison
42427,545,Kieran Gibbs,Kieran Gibbs
228798,6162,Cengiz Ünder,Cengiz Ünder
40386,7704,Chris Basham,Chris Basham
63426,7707,Enda Stevens,Enda Stevens
214470,8493,Jake Vokins,Jake Vokins
167878,7714,Ben Osborn,Ben Osborn
171975,4476,Callum Robinson,Callum Robinson
169432,1736,Oliver McBurnie,Oliver McBurnie
19419,699,Gary Cahill,Gary Cahill
7645,587,Phil Jagielka,Phil Jagielka
83427,8286,Jack Robinson,Jack Robinson
210407,7153,Matheus Pereira,Matheus Pereira
72681,7077,Denis Odoi,Denis Odoi
232427,5562,Rekeem Harper,Rekeem Harper
74230,730,Patrick van Aanholt,Patrick van Aanholt
37339,1685,Ahmed El Mohamady,Ahmed Elmohamady
128389,773,Aleksandar Mitrović,Aleksandar Mitrovic
131897,2385,Mathew Ryan,Mat Ryan
200088,7983,Daniel N'Lundulu,Daniel N'Lundulu
146610,7705,Jack O'Connell,Jack O'Connell
216616,8756,Dara O'Shea,Dara O'Shea
73314,2361,Willian José Da Silva,Willian José
77777,3979,Ahmed El-Sayed Hegazy,Ahmed Hegazy
245824,7395,Carlos Vinicius Alves Morais,Carlos Vinicius
182539,2446,Daniel Ceballos Fernández,Dani Ceballos
101537,1208,Felipe Anderson Pereira Gomes,Felipe Anderson
96994,6827,Bobby Decordova-Reid,Bobby Reid
166324,3683,Ivan Ricardo Neves Abreu Cavaleiro,Ivan Cavaleiro
203325,6434,André-Frank Zambo Anguissa,Franck Zambo
41270,1676,David Luiz Moreira Marinho,David Luiz
216054,6856,Rúben Gonçalo Silva Nascimento Vinagre,Rúben Vinagre
47431,700,Willian Borges Da Silva,Willian
209362,5245,Bernardo Fernandes da Silva Junior,Bernardo
49440,1738,Hal Robson-Kanu,Hal Robson-Kanu
168765,661,Josh Onomah,Josh Onomah
146426,4490,Oluwasemilogo Adesewo Ibidapo Ajayi,Semi Ajayi
18440,8061,Leon Clarke,Leon Clarke
235530,8090,Lloyd Kelly,Lloyd Kelly
466955,8216,Brandon Pierrick,Brandon Pierrick
38411,495,Nacho Monreal,Nacho Monreal
58893,550,Marcos Rojo,Marcos Rojo
232977,7602,Kelland Watts,Kelland Watts
154131,7823,Jack Stacey,Jack Stacey
196118,47,Yoshinori Muto,Yoshinori Muto
113688,599,Oumar Niasse,Oumar Niasse
168991,6034,Philip Billing,Philip Billing
38439,572,Etienne Capoue,Etienne Capoue
135720,5261,Kevin Danso,Kevin Danso
56872,463,Junior Stanislas,Junior Stanislas
77359,5073,Florian Lejeune,Florian Lejeune
20529,882,Glenn Murray,Glenn Murray
38454,602,Dejan Lovren,Dejan Lovren
80447,845,Maya Yoshida,Maya Yoshida
57410,611,Nicolás Otamendi,Nicolás Otamendi
87121,8046,Kieron Freeman,Kieron Freeman
153682,5596,Harry Wilson,Harry Wilson
56917,458,Steve Cook,Steve Cook
223332,8383,Faustino Anjorin,Faustino Anjorin
74854,7715,Simon Moore,Simon Moore
40564,7727,Henri Lansbury,Henri Lansbury
223349,8254,Indiana Vassilev,Indiana Vassilev
168566,1729,Georges-Kévin Nkoudou,Georges-Kévin Nkoudou
171129,5065,Diego Rico,Diego Rico
61566,1723,Roberto Pereyra,Roberto Pereyra
74375,3873,Ezequiel Schelotto,Ezequiel Schelotto
86153,1950,Martín Montoya,Martín Montoya
461450,8480,Max Thompson,Max Thompson
209041,5598,Angel Gomes,Angel Gomes
220307,8066,Arnaut Danjuma Groeneveld,Arnaut Danjuma Groeneveld
81048,209,Josip Drmic,Josip Drmic
147612,8472,Richairo Zivkovic,Richairo Zivkovic
61603,752,Daniel Drinkwater,Daniel Drinkwater
223911,7384,Chris Mepham,Chris Mepham
20145,524,Adrian Mariappa,Adrian Mariappa
20658,610,Pablo Zabaleta,Pablo Zabaleta
20664,617,David Silva,David Silva
183487,5567,Nathan Holland,Nathan Holland
54469,825,Adam Smith,Adam Smith
128198,1734,Sofiane Boufal,Sofiane Boufal
94924,591,Gerard Deulofeu,Gerard Deulofeu
52940,764,Daryl Janmaat,Daryl Janmaat
21205,1651,Tom Heaton,Tom Heaton
111317,6820,David Brooks,David Brooks
232667,8080,Akin Famewo,Akin Famewo
141020,338,Max Meyer,Max Meyer
229600,7582,Mark Travers,Mark Travers
222434,6410,Jack Simpson,Jack Simpson
37605,499,Mesut Özil,Mesut Özil
74471,6033,Aaron Mooy,Aaron Mooy
49384,733,Jack Rodwell,Jack Rodwell
18665,791,Alexander Tettey,Alexander Tettey
37614,12,Mario Vrancic,Mario Vrancic
8432,1374,José Reina,José Reina
217331,5602,Sam Surridge,Sam Surridge
59125,519,Connor Wickham,Connor Wickham
19194,8082,David Martin,David Martin
42748,6105,Gaëtan Bong,Gaëtan Bong
41727,787,Ryan Bennett,Ryan Bennett
447235,8145,Troy Parrott,Troy Parrott
124165,925,Patrick Roberts,Patrick Roberts
181008,2673,Albian Ajeti,Albian Ajeti
155408,1789,Lewis Cook,Lewis Cook
42774,551,Morgan Schneiderlin,Morgan Schneiderlin
39194,640,Jan Vertonghen,Jan Vertonghen
15149,456,Simon Francis,Simon Francis
116543,6352,Valentino Lazaro,Valentino Lazaro
90440,7692,Tom Trybull,Tom Trybull
42824,667,Carlos Sánchez,Carlos Sánchez
175946,2390,Víctor Camarasa,Víctor Camarasa
54102,1036,Jack Wilshere,Jack Wilshere
128348,3358,Ibrahim Amadou,Ibrahim Amadou
444253,8518,Jordan Thomas,Jordan Thomas
168290,6997,Ignacio Pussetto,Ignacio Pussetto
87396,1217,Moritz Leitner,Moritz Leitner
139110,5240,Ondrej Duda,Ondrej Duda
41320,459,Charlie Daniels,Charlie Daniels
33148,1731,Claudio Bravo,Claudio Bravo
179587,7822,Dennis Srbeny,Dennis Srbeny
15237,460,Andrew Surman,Andrew Surman
182156,337,Leroy Sané,Leroy Sané
90518,1883,Ravel Morrison,Ravel Morrison
234908,6306,Juan Foyth,Juan Foyth
84384,162,Timm Klose,Timm Klose
222625,8563,George Hirst,George Hirst
57249,317,Henrikh Mkhitaryan,Henrikh Mkhitaryan
40868,568,José Holebas,José Holebas
49083,7713,Luke Freeman,Luke Freeman
154566,1679,Dominic Solanke,Dominic Solanke
126407,914,Nabil Bentaleb,Nabil Bentaleb
12745,588,Leighton Baines,Leighton Baines
96767,2509,Dimitri Foulquier,Dimitri Foulquier
98770,250,Ørjan Nyland,Ørjan Nyland
222677,7439,Tahith Chong,Tahith Chong
41945,566,Sebastian Prödl,Sebastian Prödl
232928,7438,James Garner,James Garner
102884,973,Paulo Gazzaniga,Paulo Gazzaniga
54756,836,Victor Wanyama,Victor Wanyama
152551,2182,Jefferson Lerma,Jefferson Lerma
103912,481,Jordon Ibe,Jordon Ibe
54764,7725,Jonathan Kodjia,Jonathan Kodjia
104953,2344,Christian Atsu,Christian Atsu
92159,6143,Jetro Willems,Jetro Willems
102747,3357,Djibril Sidibé,Djibril Sidibe
28082,330,Ralf Fahrmann,Ralf Fährmann
87447,908,Muhamed Bešić,Muhamed Besic
61604,4441,Matty James,Matthew James
173514,1724,Isaac Success Ajayi,Isaac Success
40694,5087,Roberto Jimenez Gago,Roberto Jiménez
178876,5234,Jesús Vallejo Lázaro,Jesús Vallejo
195774,8257,Gedson Carvalho Fernandes,Gedson Fernandes
76542,723,Sung-yueng Ki,Ki Sung-yueng
39476,371,Sokratis Papastathopoulos,Sokratis
83091,1701,Borja González Tomás,Borja Bastón
49579,687,Pedro Rodríguez Ledesma,Pedro
145235,1040,José Ángel Esmorís Tasende,Angelino
43020,191,Javier Hernández Balcázar,Chicharito
89274,2132,José Ignacio Peleteiro Romallo,Jota
510363,10327,Francisco Jorge Tomás Oliveira Chiquinho,Chiquinho
437858,8777,Vitor Ferreira Vitinha,Vitinha

95463,473,Danny Ward,Danny Ward
446281,10525,Tony Springett,Tony Springett
491559,9470,Isaac Price,Isaac Price
460029,10150,Nathan Young-Coombes,Nathan Young-Coombes
432711,10174,Conrad Egan-Riley,CJ Egan-Riley
143877,6531,Alexander Sørloth,Alexander Sørloth
54284,6032,Chris Löwe,Chris Löwe
168977,6041,Joel Coleman,Joel Coleman
233497,5740,Adama Diakhaby,Adama Diakhaby
94248,2072,Sergio Rico,Sergio Rico
75826,6830,Danny Ward,Danny Ward
74297,674,Leandro Bacuna,Leandro Bacuna
108093,2274,Luciano Vietto,Luciano Vietto
78911,7120,Kadeem Harris,Kadeem Harris
19520,5176,Ryan Babel,Ryan Babel
40002,557,Matteo Darmian,Matteo Darmian
19523,4027,Sol Bamba,Sol Bamba
87107,6833,Cyrus Christie,Cyrus Christie
17476,612,Vincent Kompany,Vincent Kompany
11334,491,Petr Cech,Petr Cech
114245,6828,Josh Murphy,Josh Murphy
76360,6824,Nathaniel Mendez-Laing,Nathaniel Mendez-Laing
78412,754,Shinji Okazaki,Shinji Okazaki
20046,1763,Stefano Okaka,Stefano Okaka
193109,7335,Callum Slattery,Callum Slattery
83543,4497,Anthony Knockaert,Anthony Knockaert
38490,6409,Beram Kayal,Beram Kayal
221275,636,Luke Dreher,Luke Dreher
204380,7219,Juninho Bacuna,Juninho Bacuna
246878,6296,Abdelhamid Sabiri,Abdelhamid Sabiri
104545,6029,Tommy Smith,Tommy Smith
118884,2640,Erik Durm,Erik Durm
55909,628,Chris Smalling,Chris Smalling
165990,1730,Vincent Janssen,Vincent Janssen
43626,202,Håvard Nordtveit,Håvard Nordtveit
61548,1383,Manolo Gabbiadini,Manolo Gabbiadini
104073,6825,Joe Ralls,Joe Ralls
45196,6829,Gary Madine,Gary Madine
51344,6036,Rajiv van La Parra,Rajiv van La Parra
84112,6035,Collin Quaner,Collin Quaner
115858,3276,Rachid Ghezzal,Rachid Ghezzal
54421,3328,Floyd Ayité,Floyd Ayité
38038,1759,Ben Hamer,Ben Hamer
56981,959,Joe Bennett,Joe Bennett
82078,6928,Kenneth Zohore,Kenneth Zohore
88734,6821,Neil Etheridge,Neil Etheridge
167075,1203,Wesley Hoedt,Wesley Hoedt
204454,5662,Isaac Mbenza,Isaac Mbenza
40616,1655,Stephen Ward,Stephen Ward
49845,7199,Aron Gunnarsson,Aron Gunnarsson
169141,3800,Steve Mounie,Steve Mounie
3773,872,Peter Crouch,Peter Crouch
39104,642,Mousa Dembélé,Mousa Dembélé
204481,7314,Tyreke Johnson,Tyreke Johnson
27335,1303,Stephan Lichtsteiner,Stephan Lichtsteiner
155851,1700,Lucas Pérez,Lucas Pérez
172246,5215,Florent Hadergjonaj,Florent Hadergjonaj
20695,627,Antonio Valencia,Antonio Valencia
100059,608,Alberto Moreno,Alberto Moreno
41184,630,Marouane Fellaini,Marouane Fellaini
105700,1178,Davide Zappacosta,Davide Zappacosta
49382,4883,Bruno Ecuele Manga,Bruno Ecuele Manga
54513,2065,Vicente Iborra,Vicente Iborra
175351,7437,Demeaco Duhaney,Demeaco Duhaney
19197,514,Jason Puncheon,Jason Puncheon
55038,6836,Kevin McDonald,Kevin McDonald
54527,7215,Loïc Damour,Loïc Damour
79619,6301,Jonathan Hogg,Jonathan Hogg
52484,394,Leon Balogun,Leon Balogun
149266,1727,Alfie Mawson,Alfie Mawson
40725,746,Danny Simpson,Danny Simpson
7958,735,Jermain Defoe,Jermain Defoe
66842,154,André Schürrle,André Schürrle
153371,4483,Sam Gallagher,Sam Gallagher
170271,3312,Jean Michael Seri,Jean Michael Seri
11554,523,Julian Speroni,Julian Speroni
42786,701,Eden Hazard,Eden Hazard
18726,455,Artur Boruc,Artur Boruc
40232,1293,Gonzalo Higuaín,Gonzalo Higuaín
192301,2641,Jon Gorenc Stankovic,Jon Gorenc Stankovic
205102,1764,Ramadan Sobhi,Ramadan Sobhi
39215,651,Michel Vorm,Michel Vorm
19760,1728,Fernando Llorente,Fernando Llorente
440113,7487,Aaron Rowe,Aaron Rowe
51507,494,Laurent Koscielny,Laurent Koscielny
40755,483,Daniel Sturridge,Daniel Sturridge
44343,520,Bakary Sako,Bakary Sako
168764,6819,Luke Amos,Luke Amos
49982,6823,Sean Morrison,Sean Morrison
159039,1181,Antonio Barreca,Antonio Barreca
41792,504,Aaron Ramsey,Aaron Ramsey
131403,7340,Rhys Healey,Rhys Healey
147303,6038,Laurent Depoitre,Laurent Depoitre
80755,6037,Danny Williams,Danny Williams
49013,541,Victor Moses,Victor Moses
85368,6031,Christopher Schindler,Christopher Schindler
79228,513,Pape Souaré,Pape Souaré
80254,938,Carl Jenkinson,Carl Jenkinson
59779,542,Pedro Obiang,Pedro Obiang
87428,248,Elias Kachunga,Elias Kachunga
217989,6666,Rafael Camacho,Rafael Camacho
28554,877,Samir Nasri,Samir Nasri
37265,498,Alexis Sánchez,Alexis Sánchez
80801,668,Idrissa Gueye,Idrissa Gueye
88482,1804,Álvaro Morata,Álvaro Morata
39847,1657,Steven Defour,Steven Defour
122797,6826,Callum Paterson,Callum Paterson
109999,6839,Ibrahima Cissé,Ibrahima Cissé
52153,567,Miguel Britos,Miguel Britos
17339,883,Steven Davis,Steven Davis
59846,552,Ander Herrera,Ander Herrera
40399,1661,Sam Vokes,Sam Vokes
106450,815,Alex Pritchard,Alex Pritchard
17878,686,Cesc Fàbregas,Cesc Fàbregas
61916,6838,Stefan Johansen,Stefan Johansen
89572,2308,Denis Suárez,Denis Suárez
122342,6457,Emerson Hyndman,Emerson Hyndman
48615,881,Harry Arter,Harry Arter
28147,4471,Mohamed Diamé,Mohamed Diamé
41464,865,Marko Arnautovic,Marko Arnautovic
99323,4406,Lazar Markovic,Lazar Markovic
80792,6831,Greg Cunninghamm,Greg Cunningham
210207,5767,Fousseni Diabaté,Fousseni Diabate
153379,5565,Joshua Sims,Josh Sims
49806,4395,David Junior Hoilett,Junior Hoilett
73459,4467,Ashley Darel Jazz Richards,Jazz Richards
46483,6464,Adrien Sebastian Perruchet Silva,Adrien Silva
61316,866,Jose Luis Mato Sanmartín Joselu,Joselu
209925,7312,Alexandre Nascimento Costa Silva Xande Silva,Xande Silva
450314,7458,Matthew Daly,Matty Daly
141569,6855,Bonatini Lohner Maia Bonatini,Léo Bonatini
11352,6046,Bruno Saltor Grau,Bruno
40559,2587,Fabricio Agosto Ramírez,Fabri
100180,2244,Danilo Luiz da Silva,Danilo
167767,689,Robert Kenedy Nunes do Nascimento,Kenedy
20481,867,Stephen Ireland,Stephen Ireland
174594,6544,Lukas Nmecha,Lukas Nmecha
43521,778,Henri Saivet,Henri Saivet
109065,6045,Davy Klaassen,Davy Klaassen
92170,943,Massadio Haidara,Massadio Haidara
12813,863,Jonathan Walters,Jonathan Walters
55829,808,Claudio Yacob,Claudio Yacob
172567,1018,Josh Cullen,Josh Cullen
56864,497,Francis Coquelin,Francis Coquelin
54316,756,Leonardo Ulloa,Leonardo Ulloa
96305,896,Jay Fulton,Jay Fulton
11829,719,Wayne Routledge,Wayne Routledge
100412,6230,André Carrillo,André Carrillo
221245,6283,Levi Lumeka,Levi Lumeka
44604,575,Nordin Amrabat,Nordin Amrabat
45124,713,André Ayew,André Ayew
42564,339,Eric Maxim Choupo-Moting,Eric Maxim Choupo-Moting
20037,466,Marc Pugh,Marc Pugh
33871,265,Ragnar Klavan,Ragnar Klavan
9808,1741,Zlatan Ibrahimovic,Zlatan Ibrahimovic
221267,1745,Josh Tymon,Josh Tymon
18006,6344,Martin Cranie,Martin Cranie
6744,1742,Lee Grant,Lee Grant
18008,990,James Morrison,James Morrison
21083,783,Nathan Dyer,Nathan Dyer
104542,37,Loris Karius,Loris Karius
1632,590,Gareth Barry,Gareth Barry
98914,3424,Guido Carrillo,Guido Carrillo
38499,4046,Tomer Hemed,Tomer Hemed
40555,480,Joe Allen,Joe Allen
19568,864,Ibrahim Afellay,Ibrahim Afellay
216183,6421,Brahim Diaz,Brahim Diaz
54908,648,Nacer Chadli,Nacer Chadli
49277,711,Leroy Fer,Leroy Fer
19071,4258,Uwe Hünemeier,Uwe Hünemeier
85128,6299,Connor Goldson,Connor Goldson
169102,3429,Tiemoué Bakayoko,Tiemoué Bakayoko
171162,2147,Charly Musonda,Charly Musonda
55452,518,Yannick Bolasie,Yannick Bolasie
86176,4454,Tom Ince,Tom Ince
73889,656,Diafra Sakho,Diafra Sakho
133801,972,Jerome Sinclair,Jerome Sinclair
57001,622,Wilfried Bony,Wilfried Bony
16045,571,Ben Watson,Ben Watson
200884,6561,Tyrese Campbell,Tyrese Campbell
60598,5219,Aleksandar Dragovic,Aleksandar Dragovic
8380,655,James Collins,James Collins
135365,3544,Jeremie Boga,Jeremie Boga
163526,1673,Edimilson Fernandes,Edimilson Fernandes
66247,6303,Marvin Zeegelaar,Marvin Zeegelaar
48332,1138,Orestis Karnezis,Orestis Karnezis
27341,516,Yohan Cabaye,Yohan Cabaye
19151,904,Chris Brunt,Chris Brunt
97485,650,Kevin Wimmer,Kevin Wimmer
48844,505,David Ospina,David Ospina
112338,604,Emre Can,Emre Can
19159,709,Ashley Williams,Ashley Williams
103127,1159,Molla Wagué,Molla Wagué
13017,629,Wayne Rooney,Wayne Rooney
92383,6389,Nahki Wells,Nahki Wells
18656,564,Heurelho Gomes,Heurelho Gomes
173792,543,Reece Oxford,Reece Oxford
7906,511,Damien Delaney,Damien Delaney
17127,507,Per Mertesacker,Per Mertesacker
149736,849,Chancel Mbemba,Chancel Mbemba
168172,6139,Joe Lolley,Joe Lolley
226029,6657,Lasse Sorenson,Lasse Sorenson
66797,487,Simon Mignolet,Simon Mignolet
